rule_id	outcome_status	recommended_reviewer_decision	assembly_accession	biosample	organism	current_field	current_value	destination_field	destination_value	existing_destination_value	event_evidence	event_detail	raw_evidence_json	Environment_Medium_SD	Environment_Broad_Scale_SD	Environment_Local_Scale_SD	Sampling_Context_SD	Host_Context_SD	Host_Health_State_SD	Host_Study_Group_SD	Semantic_Axis_Provenance
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000194135.1	SAMN00713597	Hippea maritima DSM 10411	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	"{""BioSample Isolation Site"":""Marine sediment from hot vent of tidal zone; Papua New Guinea, Matupi Harbour"",""BioSample Isolation Source"":""marine sediment from hot vent of tidal zone"",""Isolation Site"":""Marine sediment from hot vent of tidal zone; Papua New Guinea, Matupi Harbour"",""Isolation Source"":""marine sediment from hot vent of tidal zone""}"	marine	marine environment						{}
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000195335.1	SAMN00713602	Marinithermus hydrothermalis DSM 14884	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	"{""BioSample Isolation Site"":""deep-sea hydrothermal vent chimney sample collected from the Suiyo Seamount in the Izu-Bonin Arc, Japan, at a depth of 1,385 m"",""BioSample Isolation Source"":""deep-sea hydrothermal vent chimney sample, 1,385 m depth"",""Isolation Site"":""deep-sea hydrothermal vent chimney sample collected from the Suiyo Seamount in the Izu-Bonin Arc, Japan, at a depth of 1,385 m"",""Isolation Source"":""deep-sea hydrothermal vent chimney sample, 1,385 m depth""}"	marine	marine environment						{}
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000195835.3	SAMEA20450668	Mycobacterium tuberculosis variant bovis AF2122/97	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	"{""Isolation Source"":""linear low density polyethylene""}"	marine	marine environment						{}
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000214215.1	SAMN00713622	Marinomonas posidonica IVIA-Po-181	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	"{""BioSample Isolation Site"":""seagrass Posidonia oceanica in different meadows in the coast of the 76 Balearic Islands (Spain)"",""BioSample Isolation Source"":""seagrass from different meadows in the coast of 76 Balearic Islands"",""Host"":""(seagrass) Posidonia oceanica"",""Host_Cleaned"":""posidonia oceanica"",""Host_Original"":""(seagrass) Posidonia oceanica"",""Isolation Site"":""seagrass Posidonia oceanica in different meadows in the coast of the 76 Balearic Islands (Spain)"",""Isolation Source"":""seagrass from different meadows in the coast of 76 Balearic Islands""}"	marine	marine environment						{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000214335.2	SAMN02470047	Sphingomonas sp. KC8	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000215895.1	SAMN00713637	Shewanella baltica OS117	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	{}	marine	marine environment						{}
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000217795.1	SAMN02232057	Thermodesulfatator indicus DSM 15286	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""deep-sea hydrothermal vent site at the Kairei vent field in the Central Indian Ridge"",""Isolation Source"":""deep-sea hydrothermal vent site at the Kairei vent field in the Central Indian Ridge""}"	marine	marine environment						{}
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000218625.1	SAMN02232022	Flexistipes sinusarabici DSM 4947	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	"{""BioSample Isolation Site"":""Brine water; Atlantis II Deep, Red Sea"",""BioSample Isolation Source"":""brine water, Atlantis II Deep, Red Sea, 2000 m depth"",""Isolation Site"":""Brine water; Atlantis II Deep, Red Sea"",""Isolation Source"":""brine water, Atlantis II Deep, Red Sea, 2000 m depth""}"	marine	marine environment						{}
SC1-ENV-MEDIUM-MARINE	already_same	hold; destination already represented	GCA_000224065.2	SAMN02256531	Thiorhodococcus drewsii AZ1	Environment_Medium_SD	marine	Environment_Broad_Scale_SD	marine environment	marine environment	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""marine microbial mat sampled in Great Sippewissett Salt Marsh at the Atlantic coast (Woods Hole, Mass., USA)."",""Isolation Source"":""marine microbial mat sampled in Great Sippewissett Salt Marsh at the Atlantic coast (Woods Hole, Mass., USA).""}"	marine	marine environment						{}
SC1-ENV-LOCAL-GROUNDWATER	already_same	hold; destination already represented	GCA_000231385.3	SAMN02261405	Desulfosporosinus meridiei DSM 13257	Environment_Local_Scale_SD	groundwater	Environment_Medium_SD	groundwater	groundwater	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""Groundwater contaminated with aromatic compounds from motor fuel in sandy soil from Eden Hill, Swan Coastal Plain, Perth, Western Australia"",""Isolation Source"":""Groundwater contaminated with aromatic compounds from motor fuel in sandy soil from Eden Hill, Swan Coastal Plain, Perth, Western Australia""}"	groundwater	terrestrial environment	groundwater					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000240225.2	SAMN02391504	Patulibacter medicamentivorans	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge with ibuprofen degradation capacity"",""Isolation Source"":""activated sludge with ibuprofen degradation capacity""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-GROUNDWATER	already_same	hold; destination already represented	GCA_000271485.2	SAMN01057329	Pelosinus fermentans DSM 17108	Environment_Local_Scale_SD	groundwater	Environment_Medium_SD	groundwater	groundwater	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""groundwater"",""Isolation Source"":""groundwater""}"	groundwater		groundwater					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000319775.1	SAMN02471173	Cupriavidus sp. HMR-1	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""enrichment culture of activated sludge with high heavy metal concentration"",""Isolation Source"":""enrichment culture of activated sludge with high heavy metal concentration""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000334915.1	SAMN02470943	Dyella ginsengisoli LA-4	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-MEDIUM-HEALTHCARE-FACILITY	already_same	hold; destination already represented	GCA_000368505.1	SAMN01087916	Acinetobacter bereziniae NIPH 3	Environment_Medium_SD	healthcare facility	Environment_Local_Scale_SD	healthcare facility	healthcare facility	destination_same=true	same destination value already present	"{""Host"":""Homo sapiens"",""Host_Cleaned"":""homo sapiens"",""Host_Original"":""Homo sapiens"",""Isolation Source"":""Hospital Environment""}"	healthcare facility	healthcare-associated environment	healthcare facility					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-HEALTHCARE"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Isolation_Source_SD"",""source_current_value"":""healthcare-associated environment"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000412635.1	SAMN02470046	Sphingobium bisphenolivorans	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-GROUNDWATER	already_same	hold; destination already represented	GCA_000423465.1	SAMN02440659	Propionicicella superfundia DSM 22317	Environment_Local_Scale_SD	groundwater	Environment_Medium_SD	groundwater	groundwater	destination_same=true	same destination value already present	"{""BioSample Isolation Site"":""Contaminated groundwater"",""Isolation Site"":""Contaminated groundwater"",""Isolation Source"":""Contaminated groundwater""}"	groundwater		groundwater					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000439355.1	SAMN02470045	Sphingomonas sp. YL-JM2C	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000445495.1	SAMN02471178	Virgibacillus sp. CM-4	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-AGRICULTURAL-ENV	already_same	hold; destination already represented	GCA_000465875.3	SAMN02470622	Alcaligenes sp. EGD-AK7	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	agricultural environment	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""Indian agricultural soil"",""Isolation Source"":""Indian agricultural soil""}"	soil	agricultural environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-AGRICULTURAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Local_Scale_SD"",""source_current_value"":""agricultural environment"",""source_raw_field"":""Environment_Local_Scale_SD"",""source_raw_value"":""agricultural environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	already_same	hold; destination already represented	GCA_000465895.2	SAMN02470623	Arthrobacter sp. AK-YN10	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	agricultural environment	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""Indian agricultural soil"",""Isolation Source"":""Indian agricultural soil""}"	soil	agricultural environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-AGRICULTURAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Local_Scale_SD"",""source_current_value"":""agricultural environment"",""source_raw_field"":""Environment_Local_Scale_SD"",""source_raw_value"":""agricultural environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	already_same	hold; destination already represented	GCA_000465935.2	SAMN02470627	Pseudomonas sp. EGD-AK9	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	agricultural environment	destination_same=true	same destination value already present	"{""Isolation Source"":""Indian agricultural soil""}"	soil	agricultural environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-AGRICULTURAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Local_Scale_SD"",""source_current_value"":""agricultural environment"",""source_raw_field"":""Environment_Local_Scale_SD"",""source_raw_value"":""agricultural environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	already_same	hold; destination already represented	GCA_000503215.1	SAMN02469303	Pseudomonas canadensis	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	agricultural environment	destination_same=true	same destination value already present	"{""Isolation Source"":""agricultural soil under long-term mineral fertilization""}"	soil	agricultural environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-AGRICULTURAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Local_Scale_SD"",""source_current_value"":""agricultural environment"",""source_raw_field"":""Environment_Local_Scale_SD"",""source_raw_value"":""agricultural environment""}]}"
SC1-ENV-LOCAL-AGRICULTURAL-ENV	already_same	hold; destination already represented	GCA_000508325.2	SAMN02471784	Neobacillus vireti LMG 21834	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	agricultural environment	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""agricultural soil from Anlooer Diepje brook"",""Isolation Source"":""agricultural soil from Anlooer Diepje brook""}"	soil	agricultural environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-AGRICULTURAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Local_Scale_SD"",""source_current_value"":""agricultural environment"",""source_raw_field"":""Environment_Local_Scale_SD"",""source_raw_value"":""agricultural environment""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000715175.2	SAMN02768546	Rhizorhabdus wittichii DC-6	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge of a wastewater treatment facility"",""Isolation Source"":""activated sludge of a wastewater treatment facility""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-AGRICULTURAL-ENV	already_same	hold; destination already represented	GCA_000730305.1	SAMN02646549	Xanthomonas euvesicatoria pv. allii CFBP 6369	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	agricultural environment	destination_same=true	same destination value already present	"{""BioSample Host"":""Allium cepa"",""BioSample Isolation Source"":""leaf"",""Host"":""Allium cepa"",""Host_Cleaned"":""allium cepa"",""Host_Original"":""Allium cepa"",""Isolation Source"":""leaf""}"		agricultural environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_blank=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-AGRICULTURAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Local_Scale_SD"",""source_current_value"":""agricultural environment"",""source_raw_field"":""Environment_Local_Scale_SD"",""source_raw_value"":""agricultural environment""}]}"
SC1-ENV-MEDIUM-GLACIER	already_same	hold; destination already represented	GCA_000738085.1	SAMN02947788	Cryobacterium sp. MLB-32	Environment_Medium_SD	glacier	Environment_Local_Scale_SD	glacier	glacier	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""Arctic: Vestre Broggerbreen (VB) glacier, Svalbard"",""Isolation Source"":""Arctic: Vestre Broggerbreen (VB) glacier, Svalbard""}"	glacier		glacier					"{""Environment_Local_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-LOCAL-GLACIER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Sample_Type_SD"",""source_current_value"":""glacier"",""source_raw_field"":"""",""source_raw_value"":""""}]}"
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000759995.1	SAMD00019899	Acinetobacter tjernbergiae	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000760555.1	SAMD00019897	Acinetobacter tandoii	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000760575.1	SAMD00019901	Acinetobacter towneri	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""Isolation Source"":""activated sludge""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-GROUNDWATER	already_same	hold; destination already represented	GCA_000803065.1	SAMN03160620	Sphingomonas sp. ERG5	Environment_Local_Scale_SD	groundwater	Environment_Medium_SD	groundwater	groundwater	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""Bacterial enrichment community from groundwater sediment"",""Isolation Source"":""Bacterial enrichment community from groundwater sediment""}"	groundwater	aquatic sediment environment	groundwater					{}
SC1-ENV-LOCAL-ACTIVATED-SLUDGE	already_same	hold; destination already represented	GCA_000812545.1	SAMN03262488	Arthrobacter sp. W1	Environment_Local_Scale_SD	activated sludge	Environment_Medium_SD	activated sludge	activated sludge	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""activated sludge"",""Isolation Source"":""activated sludge"",""Sample Type"":""cell culture from single colony""}"	activated sludge	wastewater/sewage	activated sludge					{}
SC1-ENV-LOCAL-AGRICULTURAL-ENV	already_same	hold; destination already represented	GCA_000829415.1	SAMD00019511	Pseudomonas sp. StFLB209	Environment_Local_Scale_SD	agricultural environment	Environment_Broad_Scale_SD	agricultural environment	agricultural environment	destination_same=true	same destination value already present	"{""Host"":""Solanum tuberosum L."",""Host_Cleaned"":""solanum tuberosum l."",""Host_Original"":""Solanum tuberosum L."",""Isolation Source"":""agricultural site""}"		agricultural environment	agricultural environment					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-AGRICULTURAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Local_Scale_SD"",""source_current_value"":""agricultural environment"",""source_raw_field"":""Environment_Local_Scale_SD"",""source_raw_value"":""agricultural environment""}]}"
SC1-ENV-MEDIUM-GLACIER	already_same	hold; destination already represented	GCA_000949425.1	SAMN03342438	Paenibacillus sp. IHBB 10380	Environment_Medium_SD	glacier	Environment_Local_Scale_SD	glacier	glacier	destination_same=true	same destination value already present	"{""BioSample Isolation Source"":""soil"",""Isolation Source"":""soil"",""Sample Type"":""Bacterial""}"	glacier	terrestrial environment	glacier					"{""Environment_Broad_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_same=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-BROAD-TERRESTRIAL"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Broad_Scale_SD"",""source_current_value"":""terrestrial environment"",""source_raw_field"":""Environment_Broad_Scale_SD"",""source_raw_value"":""terrestrial environment""}],""Environment_Local_Scale_SD"":[{""confidence"":""high"",""evidence"":""destination_blank=true"",""method"":""source_environment_semantic_completion"",""rule_id"":""SEC-LOCAL-GLACIER"",""ruleset_version"":""source_environment_semantic_completion_v1"",""source_current_field"":""Environment_Medium_SD"",""source_current_value"":""glacier"",""source_raw_field"":""Environment_Medium_SD"",""source_raw_value"":""glacier""}]}"
