assembly_accession	biosample	organism	rule_id	field	previous_value	is_primary
GCA_003058585.1	SAMN08381300	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058585.1	SAMN08381300	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058585.1	SAMN08381300	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058595.1	SAMN08381307	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058595.1	SAMN08381307	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058595.1	SAMN08381307	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058625.1	SAMN08381299	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058625.1	SAMN08381299	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058625.1	SAMN08381299	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058635.1	SAMN08381301	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058635.1	SAMN08381301	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058635.1	SAMN08381301	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058655.1	SAMN08381297	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058655.1	SAMN08381297	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058655.1	SAMN08381297	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058685.1	SAMN08381295	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058685.1	SAMN08381295	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058685.1	SAMN08381295	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058715.1	SAMN08381294	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058715.1	SAMN08381294	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058715.1	SAMN08381294	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058865.1	SAMN08381244	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058865.1	SAMN08381244	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058865.1	SAMN08381244	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058885.1	SAMN08381242	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058885.1	SAMN08381242	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058885.1	SAMN08381242	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058965.1	SAMN08381302	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058965.1	SAMN08381302	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058965.1	SAMN08381302	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058985.1	SAMN08381303	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058985.1	SAMN08381303	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058985.1	SAMN08381303	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003058995.1	SAMN08381288	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003058995.1	SAMN08381288	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003058995.1	SAMN08381288	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003059025.1	SAMN08381287	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003059025.1	SAMN08381287	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003059025.1	SAMN08381287	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003059045.1	SAMN08381277	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003059045.1	SAMN08381277	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003059045.1	SAMN08381277	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003059065.1	SAMN08381284	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003059065.1	SAMN08381284	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003059065.1	SAMN08381284	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003059195.1	SAMN08381245	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003059195.1	SAMN08381245	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003059195.1	SAMN08381245	Helicobacter pylori	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003112695.1	SAMD00113005	Azospira sp. I13	SC1-HHS-DISEASED-PATIENT-HEALTH	Host_Health_State_SD	diseased/patient	true
GCA_003112695.1	SAMD00113005	Azospira sp. I13	SC1-HHS-DISEASED-PATIENT-HEALTH	Host_Health_State_SD_Detail	diseased/patient	false
GCA_003112695.1	SAMD00113005	Azospira sp. I13	SC1-HHS-DISEASED-PATIENT-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_003186615.1	SAMN09269477	Enterobacter hormaechei	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_003186615.1	SAMN09269477	Enterobacter hormaechei	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_003186615.1	SAMN09269477	Enterobacter hormaechei	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	dictionary	false
GCA_004368535.1	SAMN03217754	Haemophilus haemolyticus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_004368535.1	SAMN03217754	Haemophilus haemolyticus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_004368535.1	SAMN03217754	Haemophilus haemolyticus	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_004713525.1	SAMN03354312	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_004713525.1	SAMN03354312	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_004713525.1	SAMN03354312	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_004713545.1	SAMN03354311	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_004713545.1	SAMN03354311	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_004713545.1	SAMN03354311	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007570945.1	SAMN10273089	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007570945.1	SAMN10273089	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007570945.1	SAMN10273089	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007570995.1	SAMN10273088	Nitrospirales bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007570995.1	SAMN10273088	Nitrospirales bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007570995.1	SAMN10273088	Nitrospirales bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571105.1	SAMN10273081	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571105.1	SAMN10273081	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571105.1	SAMN10273081	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571185.1	SAMN10273079	Oceanicaulis sp.	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571185.1	SAMN10273079	Oceanicaulis sp.	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571185.1	SAMN10273079	Oceanicaulis sp.	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571195.1	SAMN10273077	Albidovulum sp.	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571195.1	SAMN10273077	Albidovulum sp.	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571195.1	SAMN10273077	Albidovulum sp.	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571215.1	SAMN10273078	Synechococcus sp. PNGco_C_binVS15	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571215.1	SAMN10273078	Synechococcus sp. PNGco_C_binVS15	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571215.1	SAMN10273078	Synechococcus sp. PNGco_C_binVS15	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571235.1	SAMN10273075	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571235.1	SAMN10273075	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571235.1	SAMN10273075	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571275.1	SAMN10273074	Dehalococcoidia bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571275.1	SAMN10273074	Dehalococcoidia bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571275.1	SAMN10273074	Dehalococcoidia bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571305.1	SAMN10273073	Candidatus Poribacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571305.1	SAMN10273073	Candidatus Poribacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571305.1	SAMN10273073	Candidatus Poribacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571315.1	SAMN10273071	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571315.1	SAMN10273071	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571315.1	SAMN10273071	Gammaproteobacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571325.1	SAMN10273072	Candidatus Dadabacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571325.1	SAMN10273072	Candidatus Dadabacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571325.1	SAMN10273072	Candidatus Dadabacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571355.1	SAMN10273070	Candidatus Poribacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571355.1	SAMN10273070	Candidatus Poribacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571355.1	SAMN10273070	Candidatus Poribacteria bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_007571365.1	SAMN10273069	Candidatus Latescibacterota bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_007571365.1	SAMN10273069	Candidatus Latescibacterota bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_007571365.1	SAMN10273069	Candidatus Latescibacterota bacterium	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_008245625.1	SAMN08437795	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
GCA_008245625.1	SAMN08437795	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Detail	healthy/control	false
GCA_008245625.1	SAMN08437795	Listeria monocytogenes	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD_Method	context_dictionary	false
GCA_008993435.1	SAMN05203397	Salmonella enterica subsp. enterica serovar Enteritidis	SC1-HHS-HEALTHY-CONTROL-HEALTH	Host_Health_State_SD	healthy/control	true
