source_field	raw_value	row_count
BioSample ENV Medium	ocean	90
BioSample ENV Medium	faeces	88
BioSample ENV Medium	Biofilm [ENVO:01000156]	88
BioSample ENV Medium	Wastewater	88
BioSample ENV Medium	adult sponge tissue	82
BioSample ENV Medium	Biofilm	77
BioSample ENV Medium	soil [ENVO:00001998] |sphagnum bog [ENVO:00002268]	77
BioSample ENV Medium	salt crust	75
BioSample ENV Medium	ENVO:00001998	74
BioSample ENV Medium	go-ship	68
BioSample ENV Medium	Soil	66
BioSample ENV Medium	active layer soil	66
BioSample ENV Medium	Agriculture Fields	65
BioSample ENV Medium	Deepsea hydrothermal vents microbial mat	64
BioSample ENV Medium	sludge	60
BioSample ENV Medium	hot spring sediment	57
BioSample ENV Medium	thermophilic sediment	57
BioSample ENV Medium	water [CHEBI:15377]	57
BioSample ENV Medium	saline water [ENVO:00002010]	56
BioSample ENV Medium	ENVO_00002003	54
BioSample ENV Medium	ENVO:00000126	53
BioSample ENV Medium	Rumen content	50
BioSample ENV Medium	Water [ENVO:00002006]	49
BioSample ENV Medium	Urban Biogas	48
BioSample ENV Medium	lake bottom mud [ENVO:00005797]	47
BioSample ENV Medium	hypersaline lake | microbial mat	47
BioSample ENV Medium	marine sediment (ENVO:00002113)	47
BioSample ENV Medium	deep marine sediment [ENVO:00002113]	44
BioSample ENV Medium	lake sediment [ENVO:00000546]	44
BioSample ENV Medium	mine tailing [ENVO:00000003]	44
BioSample ENV Medium	host	44
BioSample ENV Medium	tropical woodland biome	43
BioSample ENV Medium	fjord	43
BioSample ENV Medium	Natural Bogs, mires and fens	42
BioSample ENV Medium	ENVO:00000369	41
BioSample ENV Medium	Water discharged at the venting epicenter of the hot spring	41
BioSample ENV Medium	ENVO:00002151	39
BioSample ENV Medium	digestive tract	38
BioSample ENV Medium	fresh water	38
BioSample ENV Medium	not provided; submitted under MIGS 2.1	37
BioSample ENV Medium	environment determined by a biofilm on a saline surface [ENVO:01001056]	37
BioSample ENV Medium	fracture fluid	37
BioSample ENV Medium	hydrothermal sediment enrichment	37
BioSample ENV Medium	Acidic soil	36
BioSample ENV Medium	Forest	36
BioSample ENV Medium	sea water [ENVO:00002149]	35
BioSample Host Disease	NASH/Fibrosis stage >=2	6
BioSample Host Disease	NAFL/Fibrosis stage <2	5
BioSample Host Disease	Control/Fibrosis stage <2	4
BioSample Host Disease	NASH/Fibrosis stage <2	4
BioSample Host Disease	NAFL/Fibrosis stage >=2	2
BioSample Host Disease	NAFL/Fibrosis stage 0	1
